id,ImpressionID,User,CandidateNews,ClickedNews
498,85,878,"[5, 3, 4]","[10, 2, 7]"
499,73,270,"[3, 3, 10]","[4, 4, 3]"
500,10,78,"[10, 5, 3]","[5, 10, 11]"
501,49,727,"[9, 1, 3]","[1, 10, 9]"
502,31,168,"[3, 3, 6]","[10, 4, 1]"
503,4,15,"[10, 2, 3]","[1, 9, 1]"
504,23,745,"[7, 9, 5]","[4, 3, 9]"
505,71,863,"[11, 2, 7]","[2, 6, 11]"
506,6,901,"[2, 2, 7]","[11, 10, 3]"
507,10,741,"[5, 9, 1]","[6, 2, 11]"
508,85,202,"[4, 5, 3]","[11, 10, 10]"
509,52,103,"[5, 11, 10]","[2, 8, 8]"
510,70,516,"[6, 10, 7]","[3, 2, 7]"
511,6,818,"[5, 10, 5]","[5, 7, 1]"
512,16,416,"[11, 10, 9]","[6, 5, 2]"
513,94,116,"[1, 5, 1]","[6, 6, 5]"
514,9,810,"[11, 7, 4]","[1, 8, 1]"
515,11,815,"[7, 6, 5]","[5, 1, 1]"
516,56,908,"[8, 10, 10]","[2, 11, 7]"
517,65,971,"[11, 4, 10]","[10, 7, 4]"
518,91,315,"[8, 5, 5]","[1, 5, 8]"
519,9,661,"[4, 6, 1]","[3, 2, 5]"
520,29,430,"[11, 1, 7]","[5, 5, 10]"
521,85,175,"[10, 1, 5]","[5, 11, 4]"
522,19,17,"[4, 2, 2]","[9, 9, 1]"
523,78,137,"[7, 3, 8]","[4, 10, 9]"
524,33,302,"[8, 2, 1]","[2, 10, 4]"
525,22,458,"[7, 6, 9]","[2, 9, 10]"
526,62,900,"[8, 3, 11]","[1, 9, 1]"
527,1,515,"[2, 4, 8]","[1, 9, 3]"
528,30,527,"[9, 6, 9]","[9, 11, 8]"
529,11,952,"[4, 4, 10]","[7, 1, 2]"
530,100,24,"[2, 4, 11]","[7, 1, 4]"
531,86,688,"[5, 9, 7]","[10, 4, 2]"
532,6,768,"[11, 8, 1]","[10, 9, 4]"
533,1,461,"[1, 6, 10]","[2, 3, 9]"
534,32,344,"[4, 3, 3]","[9, 10, 1]"
535,45,904,"[5, 3, 2]","[11, 2, 11]"
536,64,389,"[8, 3, 6]","[10, 9, 1]"
537,7,561,"[4, 11, 2]","[9, 8, 2]"
538,96,953,"[10, 7, 8]","[2, 1, 9]"
539,66,9,"[3, 7, 3]","[6, 4, 1]"
540,11,249,"[2, 11, 5]","[7, 9, 3]"
541,20,566,"[1, 8, 3]","[9, 8, 5]"
542,76,212,"[10, 4, 6]","[4, 1, 2]"
543,3,670,"[1, 8, 9]","[6, 11, 4]"
544,76,533,"[1, 6, 8]","[4, 9, 10]"
545,22,446,"[9, 4, 2]","[3, 1, 3]"
546,16,388,"[6, 5, 4]","[4, 3, 11]"
547,58,967,"[1, 1, 1]","[5, 8, 11]"
548,81,984,"[9, 8, 2]","[6, 2, 6]"
549,2,510,"[2, 11, 9]","[6, 4, 10]"
550,8,390,"[9, 9, 3]","[7, 7, 1]"
551,53,39,"[6, 8, 8]","[7, 4, 4]"
552,100,237,"[4, 10, 3]","[3, 8, 6]"
553,17,413,"[7, 9, 4]","[10, 10, 7]"
554,87,489,"[8, 11, 8]","[1, 4, 5]"
555,64,101,"[9, 8, 4]","[7, 5, 4]"
556,67,472,"[7, 10, 9]","[11, 1, 11]"
557,38,557,"[4, 7, 5]","[9, 10, 6]"
558,40,445,"[9, 6, 10]","[7, 2, 7]"
559,42,976,"[10, 8, 5]","[5, 8, 11]"
560,52,566,"[9, 1, 10]","[8, 7, 1]"
561,58,285,"[6, 8, 7]","[8, 9, 5]"
562,63,645,"[1, 5, 7]","[8, 9, 8]"
563,88,327,"[2, 7, 4]","[10, 7, 11]"
564,23,193,"[5, 11, 8]","[10, 9, 6]"
565,55,853,"[4, 6, 7]","[6, 1, 9]"
566,45,318,"[9, 8, 1]","[10, 7, 4]"
567,43,182,"[11, 9, 1]","[4, 11, 9]"
568,7,21,"[3, 4, 3]","[5, 4, 7]"
569,62,940,"[1, 3, 2]","[10, 2, 7]"
570,99,160,"[7, 2, 11]","[5, 11, 8]"
571,32,989,"[7, 11, 5]","[9, 11, 5]"
572,5,281,"[6, 4, 7]","[1, 7, 1]"
573,53,969,"[11, 6, 3]","[4, 2, 1]"
574,25,905,"[1, 7, 3]","[5, 7, 7]"
575,2,303,"[8, 11, 10]","[9, 4, 9]"
576,19,628,"[10, 9, 5]","[1, 9, 6]"
577,74,549,"[5, 10, 4]","[11, 6, 2]"
578,82,289,"[7, 5, 2]","[9, 1, 1]"
579,86,458,"[2, 4, 11]","[8, 5, 9]"
580,30,519,"[4, 9, 2]","[9, 10, 3]"
581,39,794,"[2, 3, 9]","[11, 7, 7]"
582,34,311,"[5, 8, 7]","[10, 6, 9]"
583,73,740,"[10, 6, 8]","[2, 6, 10]"
584,81,349,"[6, 5, 1]","[6, 4, 6]"
585,3,882,"[10, 2, 4]","[8, 7, 1]"
586,67,588,"[6, 7, 7]","[2, 8, 8]"
587,12,943,"[9, 5, 3]","[7, 7, 11]"
588,49,173,"[8, 6, 6]","[2, 9, 8]"
589,8,251,"[8, 1, 5]","[11, 8, 7]"
590,87,932,"[5, 8, 2]","[4, 2, 11]"
591,75,219,"[10, 4, 8]","[8, 3, 2]"
592,87,942,"[4, 8, 10]","[6, 1, 6]"
593,72,494,"[3, 1, 2]","[6, 7, 10]"
594,64,388,"[11, 5, 4]","[7, 2, 8]"
595,31,424,"[1, 11, 2]","[5, 4, 4]"
596,28,704,"[5, 6, 5]","[11, 4, 7]"
597,85,146,"[6, 10, 9]","[10, 1, 11]"
598,69,701,"[5, 2, 6]","[5, 8, 8]"
599,50,966,"[7, 5, 5]","[5, 5, 2]"
600,47,947,"[9, 3, 5]","[4, 6, 4]"
601,91,417,"[10, 3, 2]","[9, 11, 10]"
602,16,935,"[7, 6, 4]","[3, 10, 9]"
603,72,370,"[5, 9, 7]","[5, 9, 7]"
604,99,122,"[6, 5, 4]","[5, 5, 10]"
605,19,336,"[1, 1, 4]","[8, 7, 8]"
606,33,531,"[11, 9, 4]","[9, 3, 2]"
607,90,800,"[1, 9, 5]","[7, 6, 2]"
608,63,198,"[3, 4, 7]","[10, 2, 1]"
609,73,503,"[8, 8, 10]","[11, 7, 6]"
610,64,206,"[9, 5, 11]","[10, 3, 8]"
611,13,914,"[5, 1, 9]","[11, 5, 9]"
612,34,128,"[6, 6, 11]","[6, 1, 5]"
613,49,24,"[6, 10, 2]","[3, 1, 8]"
614,35,861,"[11, 8, 10]","[7, 11, 9]"
615,11,388,"[7, 4, 1]","[1, 9, 9]"
616,52,232,"[11, 2, 6]","[6, 8, 7]"
617,71,430,"[3, 1, 3]","[4, 4, 8]"
618,23,650,"[1, 1, 10]","[5, 3, 5]"
619,68,415,"[6, 7, 1]","[2, 9, 9]"
620,91,437,"[11, 9, 6]","[3, 1, 1]"
621,22,708,"[5, 4, 11]","[1, 4, 8]"
622,39,460,"[8, 8, 6]","[3, 8, 8]"
623,20,755,"[3, 7, 6]","[4, 11, 10]"
624,38,170,"[3, 7, 8]","[1, 4, 9]"
625,54,128,"[5, 1, 8]","[7, 3, 11]"
626,97,248,"[5, 8, 3]","[5, 9, 11]"
627,61,829,"[8, 2, 10]","[5, 8, 1]"
628,5,844,"[5, 5, 6]","[11, 2, 5]"
629,51,175,"[1, 11, 5]","[6, 11, 2]"
630,31,981,"[5, 8, 7]","[9, 6, 2]"
631,34,460,"[5, 9, 1]","[7, 10, 8]"
632,19,34,"[2, 4, 3]","[6, 10, 4]"
633,15,7,"[1, 4, 11]","[10, 2, 10]"
634,34,394,"[9, 9, 1]","[6, 4, 6]"
635,71,457,"[11, 1, 2]","[11, 7, 4]"
636,80,257,"[1, 1, 5]","[1, 4, 6]"
637,55,912,"[8, 8, 8]","[11, 4, 7]"
638,76,820,"[1, 8, 11]","[5, 1, 11]"
639,86,681,"[9, 11, 11]","[6, 5, 8]"
640,33,679,"[4, 7, 7]","[7, 9, 5]"
641,5,847,"[7, 1, 10]","[4, 6, 1]"
642,80,967,"[10, 4, 4]","[1, 6, 4]"
643,41,881,"[9, 5, 8]","[7, 9, 4]"
644,37,34,"[1, 10, 6]","[3, 8, 10]"
645,3,597,"[7, 8, 6]","[7, 9, 3]"
646,88,873,"[11, 11, 6]","[7, 5, 11]"
647,85,99,"[5, 2, 7]","[7, 5, 5]"
648,38,911,"[11, 9, 8]","[2, 8, 9]"
649,17,230,"[1, 9, 1]","[3, 7, 6]"
650,23,345,"[11, 10, 1]","[2, 10, 4]"
651,96,35,"[8, 7, 6]","[4, 8, 6]"
652,49,863,"[9, 7, 4]","[4, 8, 2]"
653,54,586,"[3, 9, 9]","[11, 10, 11]"
654,12,793,"[11, 9, 4]","[11, 7, 11]"
655,53,252,"[5, 2, 3]","[3, 11, 2]"
656,86,594,"[9, 11, 5]","[2, 8, 5]"
657,76,802,"[3, 9, 5]","[6, 4, 4]"
658,95,409,"[1, 7, 4]","[3, 1, 7]"
659,54,889,"[9, 7, 10]","[7, 8, 6]"
660,9,398,"[3, 1, 11]","[11, 1, 10]"
661,26,239,"[8, 7, 3]","[6, 4, 1]"
662,96,165,"[6, 7, 7]","[9, 8, 6]"
663,69,211,"[9, 9, 9]","[4, 2, 7]"
664,49,738,"[4, 3, 9]","[2, 10, 3]"
665,62,449,"[6, 4, 1]","[5, 8, 1]"
666,64,686,"[11, 7, 2]","[1, 11, 7]"
667,26,353,"[10, 7, 11]","[7, 2, 7]"
668,54,318,"[3, 6, 6]","[3, 11, 5]"
669,75,558,"[5, 11, 8]","[11, 9, 9]"
670,27,729,"[4, 5, 11]","[4, 6, 11]"
671,70,366,"[7, 11, 6]","[2, 11, 1]"
672,64,986,"[7, 10, 7]","[2, 4, 4]"
673,62,588,"[3, 9, 9]","[1, 6, 5]"
674,57,361,"[5, 5, 8]","[10, 2, 8]"
675,58,799,"[3, 4, 9]","[6, 2, 3]"
676,12,688,"[8, 9, 11]","[7, 10, 1]"
677,99,860,"[8, 11, 8]","[3, 6, 7]"
678,46,45,"[6, 9, 8]","[2, 7, 7]"
679,90,726,"[7, 1, 1]","[2, 1, 5]"
680,40,43,"[7, 3, 2]","[7, 6, 4]"
681,70,916,"[6, 5, 8]","[2, 1, 8]"
682,9,876,"[8, 10, 1]","[8, 10, 10]"
683,58,766,"[3, 1, 6]","[10, 8, 10]"
684,99,849,"[8, 2, 7]","[6, 8, 1]"
685,52,876,"[9, 9, 1]","[5, 9, 9]"
686,31,257,"[5, 11, 4]","[1, 4, 2]"
687,97,947,"[10, 1, 8]","[10, 11, 1]"
688,70,630,"[9, 4, 9]","[5, 5, 4]"
689,73,22,"[4, 3, 11]","[4, 11, 10]"
690,72,908,"[6, 3, 4]","[11, 8, 4]"
691,4,314,"[11, 1, 1]","[11, 7, 1]"
692,64,674,"[9, 6, 2]","[3, 11, 10]"
693,44,723,"[4, 11, 3]","[5, 8, 11]"
694,84,657,"[9, 2, 4]","[10, 1, 4]"
695,56,731,"[7, 3, 2]","[7, 8, 7]"
696,49,293,"[10, 5, 3]","[1, 7, 1]"
697,65,213,"[8, 2, 7]","[5, 1, 1]"
698,45,460,"[3, 1, 7]","[2, 9, 7]"
699,82,305,"[2, 10, 5]","[2, 8, 6]"
700,17,486,"[11, 1, 6]","[1, 5, 3]"
701,34,340,"[9, 8, 1]","[4, 7, 4]"
702,65,609,"[11, 7, 4]","[6, 6, 8]"
703,70,878,"[3, 1, 5]","[9, 2, 9]"
704,62,276,"[7, 9, 3]","[11, 3, 3]"
705,44,337,"[9, 4, 10]","[2, 2, 7]"
706,20,836,"[10, 11, 5]","[9, 5, 7]"
707,76,650,"[10, 9, 4]","[9, 7, 9]"
708,16,266,"[4, 2, 2]","[1, 1, 5]"
709,85,956,"[11, 2, 4]","[4, 2, 7]"
710,19,496,"[7, 5, 3]","[6, 11, 11]"
711,93,124,"[8, 5, 11]","[8, 11, 9]"
712,13,258,"[9, 9, 9]","[11, 8, 6]"
713,88,735,"[9, 10, 6]","[11, 5, 9]"
714,11,405,"[10, 8, 10]","[8, 9, 9]"
715,3,623,"[3, 4, 8]","[1, 1, 7]"
716,100,810,"[9, 10, 4]","[11, 9, 1]"
717,23,772,"[9, 4, 8]","[7, 8, 1]"
718,84,383,"[7, 4, 7]","[9, 6, 5]"
719,47,1000,"[10, 5, 11]","[8, 10, 7]"
720,66,919,"[4, 8, 10]","[2, 4, 5]"
721,92,64,"[9, 2, 3]","[8, 8, 2]"
722,90,152,"[7, 8, 6]","[2, 5, 10]"
723,83,428,"[8, 5, 1]","[3, 11, 6]"
724,93,974,"[8, 9, 5]","[2, 10, 1]"
725,75,48,"[9, 9, 5]","[3, 7, 2]"
726,3,717,"[6, 1, 7]","[6, 7, 11]"
727,76,452,"[3, 8, 4]","[3, 6, 7]"
728,59,204,"[7, 6, 6]","[10, 11, 3]"
729,64,824,"[5, 1, 9]","[4, 2, 9]"
730,13,870,"[9, 5, 10]","[8, 1, 5]"
731,69,291,"[7, 10, 2]","[10, 3, 5]"
732,62,264,"[2, 11, 8]","[11, 2, 11]"
733,49,897,"[10, 6, 2]","[1, 10, 1]"
734,60,775,"[1, 6, 7]","[11, 2, 6]"
735,59,832,"[7, 9, 11]","[8, 3, 5]"
736,58,29,"[5, 4, 9]","[6, 6, 9]"
737,23,525,"[1, 4, 8]","[2, 5, 10]"
738,36,22,"[3, 4, 10]","[6, 5, 3]"
739,59,647,"[9, 6, 7]","[1, 5, 9]"
740,68,930,"[7, 8, 6]","[3, 7, 2]"
741,95,150,"[11, 5, 9]","[4, 9, 11]"
742,50,63,"[11, 4, 3]","[2, 11, 6]"
743,32,474,"[3, 9, 6]","[2, 11, 6]"
744,100,48,"[7, 8, 6]","[5, 7, 6]"
745,64,840,"[5, 11, 10]","[11, 7, 6]"
746,29,109,"[2, 6, 7]","[4, 3, 8]"
747,37,78,"[2, 5, 10]","[5, 11, 4]"
748,22,637,"[7, 2, 11]","[11, 10, 11]"
749,58,764,"[9, 11, 8]","[9, 6, 6]"
750,69,670,"[9, 3, 8]","[10, 9, 2]"
751,53,159,"[2, 5, 4]","[8, 1, 6]"
752,66,557,"[6, 11, 9]","[1, 1, 5]"
753,60,727,"[2, 11, 4]","[1, 9, 8]"
754,90,253,"[2, 6, 5]","[11, 10, 3]"
755,76,735,"[3, 2, 7]","[8, 5, 11]"
756,66,646,"[1, 5, 6]","[11, 8, 3]"
757,81,699,"[7, 1, 9]","[7, 9, 1]"
758,99,572,"[6, 6, 4]","[9, 11, 8]"
759,45,704,"[1, 8, 8]","[1, 7, 4]"
760,3,753,"[6, 3, 6]","[11, 10, 11]"
761,60,733,"[11, 8, 7]","[5, 6, 9]"
762,83,607,"[7, 5, 4]","[9, 8, 3]"
763,49,836,"[4, 11, 9]","[5, 2, 9]"
764,67,971,"[3, 3, 8]","[8, 2, 3]"
765,91,39,"[2, 9, 7]","[10, 9, 7]"
766,17,367,"[10, 11, 7]","[8, 8, 2]"
767,79,653,"[7, 11, 8]","[1, 11, 7]"
768,61,333,"[5, 1, 5]","[6, 2, 5]"
769,94,90,"[4, 6, 4]","[2, 3, 4]"
770,56,163,"[2, 9, 8]","[3, 4, 2]"
771,6,595,"[7, 9, 5]","[10, 7, 9]"
772,51,641,"[6, 4, 6]","[3, 8, 10]"
773,31,558,"[7, 10, 7]","[9, 9, 10]"
774,80,624,"[11, 3, 2]","[8, 11, 2]"
775,87,697,"[1, 10, 2]","[9, 7, 10]"
776,61,23,"[7, 11, 3]","[7, 10, 8]"
777,10,561,"[9, 11, 8]","[5, 4, 6]"
778,69,282,"[2, 8, 10]","[6, 1, 7]"
779,45,995,"[6, 10, 2]","[9, 9, 10]"
780,64,816,"[3, 2, 9]","[2, 4, 11]"
781,81,2,"[4, 11, 7]","[1, 5, 5]"
782,95,768,"[5, 7, 11]","[9, 5, 9]"
783,71,850,"[10, 8, 9]","[11, 9, 2]"
784,29,8,"[1, 11, 5]","[4, 4, 9]"
785,51,311,"[8, 5, 8]","[3, 8, 1]"
786,85,582,"[5, 3, 3]","[1, 8, 7]"
787,46,770,"[10, 7, 10]","[8, 4, 3]"
788,12,425,"[3, 6, 5]","[11, 3, 7]"
789,48,994,"[5, 8, 10]","[3, 2, 11]"
790,30,476,"[1, 4, 6]","[7, 10, 11]"
791,76,574,"[8, 2, 8]","[5, 7, 4]"
792,49,166,"[1, 1, 11]","[3, 6, 7]"
793,78,808,"[6, 6, 6]","[3, 4, 9]"
794,48,673,"[11, 8, 8]","[11, 11, 10]"
795,22,970,"[3, 6, 1]","[10, 10, 6]"
796,23,790,"[10, 10, 7]","[3, 9, 9]"
797,40,708,"[11, 1, 5]","[10, 8, 4]"
798,27,925,"[1, 1, 2]","[6, 6, 2]"
799,15,152,"[11, 1, 9]","[3, 10, 1]"
800,66,604,"[1, 3, 2]","[6, 7, 1]"
801,77,568,"[5, 10, 9]","[3, 9, 10]"
802,2,794,"[3, 9, 6]","[10, 1, 11]"
803,17,452,"[10, 2, 6]","[3, 8, 11]"
804,68,859,"[9, 9, 10]","[1, 7, 2]"
805,4,474,"[3, 1, 9]","[2, 1, 7]"
806,17,606,"[1, 11, 4]","[1, 7, 8]"
807,40,795,"[1, 2, 8]","[9, 2, 4]"
808,51,350,"[10, 6, 10]","[5, 6, 8]"
809,51,264,"[9, 11, 5]","[10, 5, 1]"
810,4,101,"[3, 3, 1]","[10, 5, 10]"
811,63,249,"[9, 3, 10]","[8, 5, 11]"
812,8,949,"[5, 9, 10]","[6, 2, 9]"
813,50,804,"[7, 10, 1]","[10, 6, 8]"
814,84,743,"[8, 11, 6]","[5, 7, 9]"
815,58,121,"[4, 4, 4]","[3, 2, 5]"
816,50,72,"[5, 1, 7]","[2, 10, 10]"
817,58,548,"[3, 8, 4]","[10, 11, 9]"
818,71,277,"[6, 10, 7]","[3, 1, 4]"
819,56,354,"[5, 7, 9]","[1, 2, 8]"
820,74,844,"[3, 4, 7]","[10, 5, 10]"
821,43,164,"[11, 8, 10]","[3, 6, 5]"
822,51,674,"[2, 8, 3]","[1, 1, 8]"
823,14,785,"[7, 3, 10]","[8, 7, 5]"
824,99,203,"[1, 5, 4]","[2, 2, 3]"
825,61,922,"[10, 10, 8]","[1, 2, 6]"
826,93,468,"[6, 8, 9]","[2, 10, 3]"
827,51,739,"[10, 10, 10]","[6, 2, 4]"
828,97,436,"[9, 4, 10]","[7, 7, 4]"
829,76,594,"[5, 3, 5]","[7, 9, 3]"
830,22,965,"[3, 1, 3]","[10, 10, 6]"
831,3,345,"[1, 3, 5]","[3, 2, 11]"
832,6,788,"[7, 7, 3]","[4, 10, 3]"
833,99,448,"[11, 10, 6]","[5, 5, 4]"
834,76,270,"[10, 10, 8]","[2, 9, 6]"
835,96,13,"[6, 2, 5]","[8, 10, 3]"
836,72,250,"[4, 8, 11]","[1, 3, 2]"
837,13,532,"[2, 10, 9]","[3, 11, 3]"
838,42,364,"[4, 1, 3]","[5, 6, 3]"
839,30,489,"[3, 10, 8]","[10, 11, 7]"
840,82,960,"[10, 9, 7]","[5, 5, 8]"
841,57,842,"[9, 4, 11]","[8, 2, 10]"
842,12,993,"[7, 7, 7]","[3, 1, 4]"
843,93,339,"[10, 2, 10]","[6, 7, 11]"
844,83,555,"[6, 10, 11]","[5, 3, 8]"
845,27,497,"[1, 10, 4]","[1, 2, 9]"
846,52,420,"[3, 5, 5]","[8, 2, 5]"
847,26,760,"[9, 10, 3]","[7, 6, 4]"
848,8,151,"[1, 10, 3]","[8, 6, 1]"
849,89,701,"[7, 5, 11]","[10, 7, 2]"
850,84,157,"[5, 1, 11]","[2, 3, 11]"
851,35,556,"[7, 7, 6]","[10, 7, 6]"
852,11,903,"[8, 10, 9]","[5, 2, 8]"
853,3,144,"[10, 3, 11]","[4, 3, 10]"
854,50,276,"[8, 2, 11]","[10, 1, 6]"
855,41,245,"[11, 4, 2]","[3, 3, 9]"
856,58,665,"[11, 8, 4]","[11, 1, 9]"
857,12,233,"[6, 11, 4]","[3, 10, 10]"
858,74,72,"[5, 5, 8]","[3, 5, 3]"
859,54,20,"[10, 10, 8]","[3, 7, 11]"
860,11,567,"[4, 6, 3]","[8, 6, 3]"
861,43,417,"[8, 6, 9]","[2, 10, 3]"
862,87,751,"[11, 3, 4]","[5, 7, 6]"
863,61,226,"[3, 2, 11]","[8, 6, 2]"
864,92,831,"[1, 4, 6]","[1, 3, 2]"
865,85,989,"[5, 1, 1]","[4, 11, 8]"
866,73,562,"[1, 7, 6]","[3, 11, 11]"
867,19,634,"[7, 4, 9]","[3, 5, 7]"
868,19,189,"[6, 9, 11]","[9, 8, 6]"
869,44,283,"[8, 6, 1]","[9, 7, 11]"
870,46,761,"[2, 11, 11]","[9, 7, 11]"
871,69,990,"[9, 3, 3]","[11, 11, 1]"
872,2,639,"[4, 2, 2]","[1, 4, 5]"
873,22,96,"[4, 8, 2]","[7, 11, 5]"
874,56,855,"[10, 7, 2]","[5, 3, 9]"
875,89,451,"[8, 2, 7]","[6, 8, 4]"
876,53,148,"[9, 9, 2]","[9, 7, 7]"
877,50,323,"[8, 4, 2]","[1, 6, 8]"
878,17,120,"[9, 4, 4]","[11, 9, 3]"
879,91,269,"[3, 1, 5]","[4, 10, 10]"
880,48,521,"[6, 5, 9]","[9, 10, 8]"
881,50,756,"[3, 7, 1]","[7, 1, 10]"
882,71,198,"[6, 9, 2]","[6, 3, 10]"
883,36,844,"[8, 1, 7]","[2, 1, 1]"
884,98,424,"[7, 5, 6]","[6, 6, 1]"
885,58,136,"[7, 11, 11]","[10, 4, 10]"
886,52,239,"[10, 5, 2]","[3, 2, 1]"
887,99,627,"[9, 7, 3]","[11, 6, 6]"
888,18,102,"[9, 7, 1]","[6, 2, 11]"
889,29,52,"[10, 5, 9]","[1, 7, 11]"
890,4,310,"[9, 5, 11]","[1, 5, 9]"
891,98,900,"[6, 10, 10]","[4, 6, 7]"
892,16,851,"[6, 4, 11]","[2, 4, 9]"
893,81,681,"[1, 7, 8]","[8, 10, 4]"
894,70,229,"[11, 1, 11]","[7, 6, 3]"
895,18,239,"[4, 8, 7]","[10, 7, 2]"
896,74,439,"[9, 6, 8]","[2, 3, 9]"
897,75,628,"[8, 5, 1]","[1, 8, 9]"
898,83,474,"[8, 2, 2]","[6, 8, 1]"
899,75,363,"[9, 2, 7]","[10, 10, 2]"
900,75,171,"[11, 10, 4]","[7, 11, 10]"
901,5,203,"[2, 9, 9]","[11, 1, 8]"
902,19,321,"[4, 5, 3]","[9, 6, 11]"
903,13,346,"[9, 11, 8]","[6, 6, 7]"
904,43,414,"[1, 4, 6]","[1, 10, 2]"
905,3,236,"[7, 6, 7]","[1, 2, 2]"
906,38,952,"[6, 8, 6]","[2, 2, 9]"
907,51,139,"[11, 4, 4]","[2, 3, 5]"
908,57,36,"[3, 6, 7]","[7, 9, 11]"
909,44,174,"[5, 6, 7]","[1, 4, 11]"
910,60,825,"[1, 10, 9]","[5, 4, 10]"
911,25,117,"[5, 4, 11]","[11, 2, 2]"
912,55,171,"[7, 1, 9]","[9, 7, 6]"
913,70,950,"[8, 2, 5]","[2, 8, 5]"
914,34,234,"[1, 5, 11]","[6, 9, 5]"
915,3,908,"[4, 4, 11]","[9, 1, 9]"
916,72,252,"[1, 2, 10]","[1, 7, 5]"
917,75,154,"[2, 7, 5]","[10, 11, 3]"
918,89,47,"[7, 11, 9]","[1, 5, 5]"
919,37,428,"[4, 2, 9]","[11, 3, 5]"
920,75,582,"[8, 2, 6]","[6, 10, 5]"
921,16,53,"[7, 9, 1]","[9, 11, 9]"
922,53,525,"[7, 5, 9]","[6, 9, 7]"
923,85,655,"[6, 1, 2]","[3, 2, 9]"
924,63,338,"[9, 8, 5]","[10, 3, 2]"
925,56,83,"[4, 9, 10]","[7, 6, 5]"
926,32,972,"[10, 5, 6]","[10, 5, 3]"
927,75,303,"[2, 5, 7]","[10, 6, 4]"
928,89,635,"[4, 8, 9]","[8, 7, 2]"
929,67,943,"[4, 1, 6]","[8, 1, 8]"
930,96,242,"[7, 10, 1]","[8, 11, 1]"
931,95,768,"[2, 7, 1]","[6, 5, 5]"
932,26,659,"[1, 6, 4]","[4, 5, 6]"
933,43,270,"[4, 3, 1]","[7, 6, 11]"
934,90,948,"[11, 7, 5]","[11, 9, 7]"
935,4,945,"[5, 2, 2]","[1, 2, 5]"
936,41,582,"[4, 4, 5]","[11, 1, 6]"
937,8,873,"[2, 2, 7]","[4, 10, 4]"
938,97,35,"[11, 1, 8]","[10, 11, 9]"
939,7,29,"[4, 9, 1]","[8, 4, 5]"
940,94,421,"[2, 8, 4]","[9, 1, 8]"
941,11,318,"[3, 9, 11]","[2, 9, 2]"
942,21,868,"[4, 10, 11]","[5, 5, 6]"
943,31,151,"[4, 8, 8]","[2, 10, 9]"
944,88,268,"[10, 5, 9]","[1, 1, 11]"
945,51,945,"[5, 9, 7]","[4, 7, 2]"
946,46,871,"[11, 8, 1]","[9, 11, 4]"
947,73,283,"[11, 4, 2]","[4, 7, 2]"
948,29,151,"[11, 2, 3]","[9, 11, 9]"
949,34,123,"[3, 2, 3]","[7, 5, 8]"
950,63,624,"[1, 5, 4]","[11, 7, 6]"
951,94,945,"[11, 6, 5]","[10, 10, 9]"
952,96,354,"[11, 6, 10]","[5, 6, 1]"
953,19,263,"[11, 8, 4]","[1, 11, 5]"
954,49,292,"[1, 10, 8]","[9, 6, 5]"
955,100,842,"[7, 9, 2]","[7, 9, 4]"
956,73,717,"[10, 9, 5]","[8, 7, 2]"
957,28,817,"[3, 9, 3]","[10, 11, 6]"
958,96,624,"[10, 7, 10]","[8, 1, 9]"
959,15,758,"[11, 11, 6]","[9, 11, 9]"
960,42,31,"[9, 2, 9]","[2, 9, 8]"
961,98,285,"[11, 6, 5]","[10, 5, 1]"
962,78,262,"[11, 4, 3]","[9, 1, 7]"
963,80,318,"[1, 9, 6]","[1, 11, 4]"
964,88,883,"[1, 8, 5]","[9, 7, 6]"
965,17,180,"[7, 9, 2]","[6, 6, 3]"
966,75,539,"[7, 4, 6]","[9, 5, 6]"
967,30,540,"[8, 6, 4]","[9, 6, 8]"
968,90,379,"[3, 6, 2]","[6, 10, 9]"
969,18,137,"[5, 6, 2]","[9, 4, 4]"
970,31,682,"[4, 2, 4]","[8, 11, 1]"
971,63,391,"[8, 9, 3]","[2, 11, 1]"
972,72,853,"[7, 1, 5]","[5, 9, 11]"
973,54,408,"[1, 7, 9]","[5, 10, 11]"
974,23,856,"[4, 1, 3]","[5, 5, 6]"
975,84,994,"[7, 11, 6]","[1, 4, 5]"
976,92,259,"[6, 5, 11]","[2, 8, 11]"
977,14,499,"[6, 4, 7]","[1, 9, 9]"
978,69,254,"[2, 11, 9]","[6, 5, 4]"
979,54,249,"[9, 11, 1]","[7, 11, 3]"
980,6,829,"[10, 5, 1]","[10, 8, 10]"
981,37,746,"[7, 8, 4]","[5, 9, 4]"
982,78,577,"[1, 9, 11]","[3, 8, 6]"
983,67,827,"[5, 7, 8]","[7, 7, 4]"
984,75,381,"[11, 5, 8]","[3, 3, 6]"
985,11,126,"[8, 7, 2]","[3, 2, 3]"
986,56,41,"[3, 3, 9]","[7, 2, 4]"
987,15,244,"[5, 3, 11]","[4, 11, 5]"
988,87,52,"[10, 3, 2]","[2, 9, 10]"
989,99,428,"[2, 6, 3]","[2, 9, 5]"
990,27,953,"[6, 6, 9]","[1, 4, 7]"
991,32,926,"[1, 7, 5]","[7, 7, 7]"
992,98,1,"[5, 1, 2]","[4, 1, 6]"
993,45,969,"[10, 3, 1]","[1, 6, 9]"
994,8,687,"[8, 10, 2]","[4, 7, 5]"
995,40,310,"[10, 2, 4]","[10, 7, 8]"
996,21,606,"[1, 8, 8]","[5, 1, 3]"
